Scenario,Option,DriverName,Units,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30
2,Optimistic,INVESTMENT_RATE,CHF,1.15,1.15,1.15,1.15,1.15,1.1,1.1,1.1,1.1,1.1,1.05,1.05,1.05,1.05,1.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,Optimistic,DEPRECIATION_RATE,CHF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,Optimistic,INTEREST_RATE,CHF,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
2,Optimistic,TAX_RATE,CHF,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
2,Optimistic,DSO,CHF,45.0,44.5,44.0,43.5,43.0,42.5,42.0,41.5,41.0,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5
2,Optimistic,INVENTORY_DAYS,CHF,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
2,Optimistic,DPO,CHF,30.0,31.5,33.0,34.5,36.0,37.5,39.0,40.5,42.0,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5
3,Pessimistic,WIDGET_PRICE,CHF,0.97,0.94187,0.91549764,0.89077920372,0.8676189444232799,0.845928470812698,0.8256261875131932,0.8066367852003897,0.7888907759259811,0.7723240696315355,0.7568775882389048,0.7424969140623656,0.729131969609243,0.7167367261258858,0.7052689385078716,0.6946899044302536,0.68496424576823,0.676059710573243,0.667946994046364,0.660599577111854,0.6539935813407355,0.6481076391086689,0.6429227779957996,0.638422318549829,0.63459178463853,0.6314188257153374,0.6288931504124761,0.6270064709612386,0.6257524580193161,0.6251267055612968
3,Pessimistic,RUNCIBLE_STEEL_PRICE,CHF,1.08,1.16694,1.2614621400000001,1.36427130441,1.4761415513716203,1.597923229359779,1.7305508573966406,1.87505185398926,2.032556209724358,2.2043072094460663,2.3916733222489817,2.5961613913012695,2.819431270953179,3.0633120758906287,3.3298202264931134,3.6211794963112607,3.939843291986652,4.288519423327471,4.6701976520036155,5.088180341857939,5.546116572625154,6.0480401224477305,6.598411773590474,7.202166450874001,7.86476576435441,8.592256597557194,9.391336461130013,10.269426420245669,11.234752503748762,12.29643661535302
3,Pessimistic,LABOUR_COST_INDEX,CHF,1.05,1.1025,1.1576250000000001,1.2155062500000002,1.2762815625000004,1.3400956406250004,1.4071004226562505,1.477455443789063,1.5513282159785162,1.628894626777442,1.7103393581163142,1.79585632602213,1.8856491423232367,1.9799315994393987,2.0789281794113688,2.1828745883819374,2.2920183178010345,2.406619233691086,2.5269501953756404,2.6532977051444226,2.785962590401644,2.9252607199217264,3.071523755917813,3.225099943713704,3.386354940899389,3.5556726879443583,3.7334563223415764,3.9201291384586554,4.116135595381588,4.321942375150668
3,Pessimistic,INVESTMENT_RATE,CHF,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
3,Pessimistic,DEPRECIATION_RATE,CHF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,Pessimistic,INTEREST_RATE,CHF,0.06,0.061,0.062,0.063,0.064,0.065,0.066,0.067,0.068,0.069,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
3,Pessimistic,TAX_RATE,CHF,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
3,Pessimistic,DSO,CHF,45.0,46.5,48.0,49.5,51.0,52.5,54.0,55.5,57.0,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5
3,Pessimistic,INVENTORY_DAYS,CHF,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
3,Pessimistic,DPO,CHF,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
